Train_ID,Train_Type,Priority,Section_ID,Scheduled_Arrival,Scheduled_Departure,Delay_Mins,Junction_Ahead,Platform_Avail,Track_Capacity,Signal_Status,Maintenance_Block,Disruption,Conflict_Flag,Throughput_Target,Hour
11341,Express,High,SEC_26,15:54,22:02,18,No,1,1,Green,No,None,0,11,15
11342,Express,High,SEC_12,17:25,01:35,7,Yes,4,4,Green,No,None,0,15,17
11343,Freight,Medium,SEC_48,16:10,07:08,20,Yes,2,3,Green,No,None,0,17,16
11344,Maintenance,Low,SEC_01,19:44,01:47,4,No,2,1,Yellow,No,None,0,14,19
11345,Passenger,Medium,SEC_08,23:28,05:07,25,No,4,2,Yellow,No,None,0,12,23
11346,Local,Medium,SEC_33,21:08,02:10,28,No,2,1,Yellow,No,None,0,18,21
11347,Passenger,High,SEC_04,16:16,19:04,26,Yes,3,3,Green,No,Congestion,0,18,16
11348,Maintenance,High,SEC_14,04:21,11:54,27,Yes,2,3,Green,No,Weather,0,10,4
11349,Express,Medium,SEC_29,07:02,10:04,20,No,2,3,Green,No,Congestion,0,16,7
11350,Express,High,SEC_14,05:34,19:51,23,No,3,2,Yellow,No,Breakdown,0,14,5
11351,Maintenance,Medium,SEC_09,07:43,20:02,6,Yes,0,4,Yellow,No,None,0,10,7
11352,Express,High,SEC_09,03:33,08:59,26,No,1,2,Green,No,None,0,18,3
11353,Express,Medium,SEC_26,09:46,17:43,27,Yes,2,2,Green,No,None,0,16,9
11354,Express,Medium,SEC_49,12:55,22:03,22,Yes,1,3,Green,No,None,1,14,12
11355,Local,Medium,SEC_47,14:53,23:06,3,No,1,2,Yellow,No,None,0,13,14
11356,Local,Medium,SEC_42,18:49,23:51,29,Yes,4,2,Yellow,Yes,None,1,10,18
11357,Freight,High,SEC_17,12:51,10:01,14,No,4,2,Green,No,Weather,1,14,12
11358,Passenger,Low,SEC_41,19:32,22:43,21,Yes,4,4,Yellow,No,None,0,17,19
11359,Maintenance,Medium,SEC_04,15:57,08:05,28,Yes,0,1,Green,Yes,None,0,18,15
11360,Maintenance,Medium,SEC_46,07:22,06:37,0,No,0,3,Yellow,No,None,0,17,7
11361,Maintenance,Medium,SEC_03,05:02,17:44,21,No,1,3,Green,No,None,1,11,5
11362,Freight,High,SEC_29,19:15,08:52,4,No,1,3,Green,No,None,0,15,19
11363,Local,Low,SEC_25,01:22,18:03,28,No,1,2,Yellow,No,None,1,16,1
11364,Freight,Medium,SEC_21,01:29,03:12,16,No,1,4,Green,No,None,1,17,1
11365,Maintenance,Medium,SEC_12,14:09,10:52,12,No,3,2,Green,No,None,1,16,14
11366,Passenger,High,SEC_01,00:21,01:05,26,Yes,1,2,Green,Yes,None,0,19,0
11367,Express,Low,SEC_01,19:46,11:54,16,No,4,1,Red,No,None,0,10,19
11368,Local,Medium,SEC_45,23:32,07:36,18,No,1,1,Yellow,No,Congestion,0,14,23
11369,Local,High,SEC_46,21:15,23:23,3,Yes,4,4,Green,No,Breakdown,1,14,21
11370,Freight,Medium,SEC_48,17:23,19:54,16,No,4,1,Yellow,No,None,0,12,17
11371,Local,Low,SEC_07,04:52,08:25,11,No,1,4,Yellow,No,None,1,15,4
11372,Maintenance,Medium,SEC_10,04:54,03:40,29,No,1,2,Green,No,None,1,15,4
11373,Maintenance,Medium,SEC_15,22:41,11:03,25,No,2,2,Yellow,No,Weather,0,17,22
11374,Freight,Medium,SEC_40,22:11,16:51,22,No,4,3,Green,No,None,0,14,22
11375,Maintenance,Medium,SEC_11,09:33,01:21,17,No,1,1,Green,No,None,1,10,9
11376,Passenger,Medium,SEC_46,23:32,12:14,10,Yes,1,2,Green,No,None,0,12,23
11377,Freight,High,SEC_45,15:28,07:37,3,Yes,2,1,Red,Yes,Breakdown,0,18,15
11378,Passenger,Medium,SEC_23,17:26,08:53,11,No,3,4,Red,No,None,0,16,17
11379,Express,Low,SEC_13,06:35,10:54,8,No,4,1,Green,Yes,None,0,14,6
11380,Passenger,Medium,SEC_27,09:09,11:52,23,No,4,2,Yellow,No,None,0,20,9
11381,Express,Medium,SEC_41,10:56,23:01,17,No,2,4,Yellow,No,Weather,0,10,10
11382,Express,Medium,SEC_17,02:28,01:42,26,No,3,1,Green,No,Weather,0,13,2
11383,Passenger,Medium,SEC_50,13:12,07:37,26,No,0,1,Yellow,No,None,0,17,13
11384,Freight,Low,SEC_13,18:24,17:53,8,No,2,2,Green,No,Weather,0,10,18
11385,Maintenance,Medium,SEC_12,09:14,10:55,0,No,1,2,Yellow,No,None,0,17,9
11386,Maintenance,High,SEC_29,07:48,05:08,5,No,1,4,Yellow,Yes,None,0,15,7
11387,Express,Low,SEC_21,05:06,21:45,18,No,1,1,Green,No,None,0,20,5
11388,Express,Medium,SEC_20,13:58,18:24,0,No,0,3,Green,No,None,0,20,13
11389,Freight,Low,SEC_20,07:11,20:37,7,No,1,4,Green,No,None,0,19,7
11390,Local,Medium,SEC_31,17:13,19:18,5,No,0,3,Green,No,None,0,11,17
11391,Passenger,Low,SEC_08,00:03,09:45,3,No,2,3,Green,No,None,0,16,0
11392,Express,High,SEC_24,16:17,04:11,2,Yes,0,4,Green,No,None,0,11,16
11393,Maintenance,Medium,SEC_11,18:35,18:01,12,No,1,4,Green,No,None,0,10,18
11394,Freight,Low,SEC_39,05:31,14:37,25,Yes,4,4,Green,No,Congestion,1,20,5
11395,Passenger,High,SEC_33,07:24,07:45,1,No,1,4,Red,No,None,0,16,7
11396,Freight,High,SEC_42,14:19,02:37,12,Yes,0,2,Green,No,None,0,17,14
11397,Passenger,Medium,SEC_15,00:29,10:29,20,Yes,0,3,Green,No,Congestion,0,20,0
11398,Passenger,Low,SEC_04,04:15,08:29,14,No,3,2,Green,No,Congestion,0,16,4
11399,Express,High,SEC_01,20:24,16:18,7,Yes,3,1,Red,No,Breakdown,0,18,20
11400,Freight,Low,SEC_32,05:52,01:27,11,No,3,2,Green,No,None,1,16,5
11401,Freight,Medium,SEC_11,09:09,07:24,7,No,1,4,Green,No,Breakdown,0,16,9
11402,Maintenance,Medium,SEC_30,04:07,09:21,18,No,0,3,Green,Yes,None,0,13,4
11403,Maintenance,Low,SEC_37,00:36,02:41,8,No,3,3,Green,No,None,1,11,0
11404,Express,Medium,SEC_19,00:30,23:25,9,No,4,3,Yellow,No,None,0,18,0
11405,Express,High,SEC_36,06:46,22:01,20,Yes,2,3,Red,No,None,0,13,6
11406,Local,High,SEC_34,22:57,06:32,22,No,2,4,Green,No,None,0,18,22
11407,Maintenance,Medium,SEC_07,23:13,23:11,26,No,3,3,Green,No,None,0,11,23
11408,Passenger,Medium,SEC_45,22:58,04:08,24,Yes,3,1,Green,No,None,0,13,22
11409,Freight,Low,SEC_20,08:07,11:42,6,Yes,3,1,Yellow,Yes,None,0,14,8
11410,Express,Medium,SEC_12,07:02,11:02,9,No,2,1,Green,No,Congestion,0,15,7
11411,Freight,Medium,SEC_32,19:03,11:22,2,Yes,3,1,Yellow,No,None,0,16,19
11412,Freight,Medium,SEC_02,16:37,23:32,1,Yes,4,2,Green,No,None,0,15,16
11413,Local,High,SEC_22,01:08,05:42,27,No,4,3,Green,No,None,0,13,1
11414,Maintenance,High,SEC_41,13:00,01:39,6,Yes,4,3,Green,No,None,0,15,13
11415,Express,Low,SEC_48,16:10,21:10,9,No,4,1,Green,No,None,1,12,16
11416,Freight,High,SEC_40,05:28,11:18,7,No,0,1,Yellow,No,None,0,10,5
11417,Express,High,SEC_24,00:27,19:54,11,Yes,3,4,Green,Yes,Congestion,0,17,0
11418,Passenger,Medium,SEC_50,18:47,08:42,27,No,1,4,Green,No,None,0,13,18
11419,Local,Medium,SEC_31,17:28,17:40,19,Yes,0,4,Green,No,Congestion,1,18,17
11420,Passenger,Low,SEC_04,10:40,14:53,16,No,1,1,Green,No,None,0,10,10
11421,Express,High,SEC_24,20:37,17:39,21,No,1,4,Yellow,No,None,1,10,20
11422,Express,High,SEC_43,01:39,03:26,8,Yes,0,2,Green,No,Breakdown,0,16,1
11423,Maintenance,Medium,SEC_17,21:47,12:46,19,No,3,2,Green,No,None,0,12,21
11424,Freight,Medium,SEC_40,07:39,07:47,2,Yes,0,1,Green,No,None,0,20,7
11425,Freight,Medium,SEC_19,13:30,10:22,21,Yes,2,3,Green,No,None,0,19,13
11426,Passenger,Medium,SEC_40,00:38,22:58,21,No,4,2,Green,No,None,1,15,0
11427,Local,Low,SEC_38,01:46,12:06,3,Yes,0,4,Green,No,None,0,20,1
11428,Freight,Low,SEC_34,23:27,17:39,6,Yes,0,1,Yellow,No,None,1,13,23
11429,Maintenance,High,SEC_47,17:03,01:02,26,No,2,1,Red,No,Breakdown,0,12,17
11430,Passenger,Medium,SEC_33,17:28,09:38,17,No,4,1,Green,No,Weather,0,17,17
11431,Passenger,Medium,SEC_06,22:36,22:59,16,No,1,3,Yellow,No,Breakdown,0,15,22
11432,Maintenance,Low,SEC_36,15:44,06:03,26,No,2,4,Green,No,None,0,10,15
11433,Local,Low,SEC_13,08:04,20:54,21,No,3,4,Red,Yes,None,0,15,8
11434,Maintenance,High,SEC_47,07:17,07:31,2,No,0,4,Yellow,No,Congestion,0,11,7
11435,Local,Medium,SEC_09,02:05,18:53,2,No,0,2,Yellow,No,Congestion,1,18,2
11436,Maintenance,Medium,SEC_35,10:22,11:56,12,Yes,2,4,Green,No,Breakdown,0,10,10
11437,Maintenance,High,SEC_34,13:25,09:13,16,No,0,4,Green,No,None,0,16,13
11438,Express,High,SEC_16,23:50,11:20,28,No,4,3,Red,No,None,0,12,23
11439,Passenger,Medium,SEC_18,06:23,19:56,17,No,4,4,Yellow,No,Breakdown,0,14,6
11440,Maintenance,Medium,SEC_18,09:14,03:18,18,Yes,2,2,Green,No,None,0,20,9
11441,Maintenance,High,SEC_38,05:19,06:52,16,No,2,3,Green,Yes,None,1,12,5
11442,Freight,Medium,SEC_50,05:47,00:07,23,No,2,2,Yellow,No,None,0,11,5
11443,Passenger,High,SEC_43,08:50,10:32,15,Yes,3,3,Green,No,None,0,13,8
11444,Freight,Medium,SEC_32,17:04,00:35,15,No,0,4,Green,No,Breakdown,0,17,17
11445,Passenger,Medium,SEC_07,15:38,03:10,21,No,1,4,Green,No,Weather,0,16,15
11446,Freight,High,SEC_23,18:04,00:09,24,Yes,1,1,Yellow,No,None,1,17,18
11447,Maintenance,Medium,SEC_23,19:10,03:54,0,Yes,1,3,Yellow,No,None,0,11,19
11448,Maintenance,High,SEC_46,22:49,06:33,26,No,2,1,Red,No,None,0,18,22
11449,Express,Medium,SEC_18,06:59,21:12,13,Yes,3,4,Green,No,None,0,13,6
11450,Freight,High,SEC_07,17:02,21:50,27,No,3,4,Green,No,Congestion,0,13,17
11451,Local,Medium,SEC_42,04:54,03:05,14,Yes,1,3,Yellow,No,None,0,17,4
11452,Express,High,SEC_40,12:15,21:16,3,No,1,1,Yellow,No,None,0,18,12
11453,Freight,Medium,SEC_24,21:11,23:08,19,No,3,4,Green,No,None,0,11,21
11454,Freight,Medium,SEC_14,06:26,01:19,20,No,2,1,Red,No,Breakdown,0,13,6
11455,Express,High,SEC_50,21:44,05:49,10,Yes,2,3,Yellow,No,Breakdown,0,10,21
11456,Maintenance,Medium,SEC_05,00:14,22:53,17,No,1,3,Green,Yes,Weather,0,19,0
11457,Freight,High,SEC_46,20:43,23:14,28,No,4,3,Yellow,No,None,0,19,20
11458,Maintenance,Medium,SEC_22,16:54,22:47,16,No,2,3,Green,No,None,1,14,16
11459,Express,High,SEC_22,19:36,00:41,27,Yes,4,4,Green,No,None,0,13,19
11460,Maintenance,Medium,SEC_10,16:55,09:20,8,No,0,4,Green,No,Congestion,0,10,16
11461,Passenger,Medium,SEC_26,14:19,05:29,20,Yes,2,3,Green,No,None,0,18,14
11462,Local,Low,SEC_15,18:00,22:35,23,No,4,1,Red,No,None,1,17,18
11463,Freight,Medium,SEC_38,03:02,13:56,13,Yes,0,1,Green,No,None,0,10,3
11464,Local,Medium,SEC_41,07:40,16:02,27,No,0,4,Red,No,None,0,20,7
11465,Maintenance,Medium,SEC_42,11:04,01:29,2,No,1,2,Yellow,No,None,0,12,11
11466,Freight,Low,SEC_49,08:00,17:16,19,No,4,2,Yellow,No,Breakdown,0,14,8
11467,Maintenance,Medium,SEC_01,22:42,12:50,19,No,1,2,Red,No,Congestion,0,20,22
11468,Passenger,High,SEC_14,06:21,09:20,21,Yes,0,4,Green,No,None,1,16,6
11469,Express,Low,SEC_36,19:28,21:23,3,Yes,2,3,Green,No,None,0,14,19
11470,Freight,Medium,SEC_31,13:34,03:48,15,No,2,4,Yellow,No,None,0,17,13
11471,Passenger,Low,SEC_28,10:16,15:24,20,No,2,3,Red,No,None,0,11,10
11472,Passenger,Low,SEC_34,17:18,18:23,11,No,4,3,Green,Yes,None,1,16,17
11473,Freight,High,SEC_35,17:37,13:51,29,No,3,3,Green,Yes,Congestion,0,14,17
11474,Maintenance,Medium,SEC_39,14:06,14:50,20,No,1,4,Yellow,No,None,0,18,14
11475,Passenger,High,SEC_23,04:36,02:51,7,Yes,3,1,Green,No,None,1,17,4
11476,Local,High,SEC_46,06:21,19:15,8,Yes,3,1,Green,No,Congestion,1,17,6
11477,Passenger,High,SEC_44,11:07,06:17,10,No,0,4,Green,No,Congestion,1,10,11
11478,Maintenance,Medium,SEC_19,17:27,07:26,23,Yes,1,1,Yellow,No,Breakdown,0,10,17
11479,Maintenance,High,SEC_18,17:30,13:17,27,Yes,0,2,Green,No,Breakdown,1,20,17
11480,Local,High,SEC_15,16:22,00:55,4,No,3,2,Green,No,Weather,0,13,16
11481,Passenger,Medium,SEC_01,10:14,19:05,11,Yes,0,1,Green,No,None,0,12,10
11482,Maintenance,High,SEC_25,19:30,12:00,27,No,0,1,Green,No,None,0,13,19
11483,Freight,High,SEC_26,05:11,18:38,21,Yes,4,1,Green,No,Weather,1,15,5
11484,Express,High,SEC_35,22:38,22:26,19,Yes,1,1,Red,No,Breakdown,1,11,22
11485,Express,Medium,SEC_15,07:35,23:15,1,Yes,1,1,Green,No,None,1,13,7
11486,Express,Medium,SEC_04,02:02,13:33,10,No,3,4,Yellow,No,None,0,13,2
11487,Passenger,High,SEC_15,09:55,06:19,10,No,2,2,Green,No,None,0,16,9
11488,Local,Low,SEC_42,14:12,21:19,20,Yes,0,3,Red,No,Breakdown,0,11,14
11489,Maintenance,Medium,SEC_38,18:39,14:24,0,Yes,1,4,Green,No,None,0,16,18
11490,Freight,Medium,SEC_45,17:30,13:00,16,No,2,3,Yellow,No,None,1,19,17
11491,Freight,Medium,SEC_39,04:20,16:15,16,No,1,1,Red,No,Breakdown,0,17,4
11492,Passenger,Medium,SEC_01,06:04,04:20,3,No,3,3,Red,No,None,0,11,6
11493,Express,Medium,SEC_22,18:56,23:54,13,No,0,4,Green,No,None,0,17,18
11494,Passenger,High,SEC_11,16:18,02:23,4,No,4,1,Green,No,None,0,19,16
11495,Local,High,SEC_46,03:53,19:50,30,No,3,1,Green,No,None,0,14,3
11496,Local,Low,SEC_38,23:38,01:56,3,No,3,4,Green,Yes,Congestion,0,13,23
11497,Maintenance,High,SEC_37,23:53,13:59,5,Yes,3,3,Yellow,No,None,1,14,23
11498,Maintenance,Medium,SEC_26,05:45,22:52,17,No,2,4,Green,No,Congestion,0,19,5
11499,Local,Low,SEC_27,21:18,18:44,20,No,3,3,Yellow,No,None,0,11,21
11500,Local,Medium,SEC_13,19:10,12:28,12,No,4,3,Green,Yes,Breakdown,1,15,19
11501,Local,Medium,SEC_07,21:38,05:55,5,No,0,4,Yellow,Yes,Congestion,0,14,21
11502,Passenger,Medium,SEC_08,02:51,08:51,14,No,1,1,Yellow,No,None,0,14,2
11503,Local,High,SEC_46,21:16,00:23,4,No,2,2,Green,No,Congestion,1,17,21
11504,Freight,Medium,SEC_23,10:46,09:34,5,Yes,3,1,Green,No,Breakdown,0,14,10
11505,Express,Medium,SEC_26,06:46,05:47,23,No,1,4,Yellow,No,None,0,14,6
11506,Local,Low,SEC_44,16:42,19:37,17,No,3,4,Yellow,No,None,1,18,16
11507,Express,Low,SEC_27,11:12,11:02,28,No,0,4,Red,No,None,0,16,11
11508,Passenger,Low,SEC_09,10:30,22:17,6,No,4,3,Green,No,None,0,18,10
11509,Express,Low,SEC_46,10:56,20:34,29,No,4,1,Red,Yes,Weather,1,17,10
11510,Passenger,Medium,SEC_38,08:42,04:18,5,No,2,2,Green,No,Weather,0,14,8
11511,Freight,Medium,SEC_47,03:01,23:17,25,No,1,4,Green,No,None,1,18,3
11512,Passenger,Medium,SEC_13,22:35,07:29,7,No,1,4,Red,No,None,0,15,22
11513,Passenger,Medium,SEC_07,13:36,23:41,24,No,4,2,Green,No,None,0,18,13
11514,Maintenance,Low,SEC_11,16:26,18:41,29,No,0,1,Green,No,None,0,13,16
11515,Local,High,SEC_10,11:57,20:33,23,No,2,1,Green,Yes,None,0,16,11
11516,Local,Low,SEC_33,05:43,09:21,29,Yes,3,4,Green,No,Weather,1,18,5
11517,Freight,Low,SEC_39,14:22,17:03,4,No,2,4,Green,No,Breakdown,1,11,14
11518,Freight,Low,SEC_50,18:09,02:48,3,No,4,2,Green,No,None,1,10,18
11519,Local,Low,SEC_03,01:43,23:55,18,No,3,3,Green,No,Congestion,0,15,1
11520,Maintenance,High,SEC_41,11:31,16:27,9,No,2,3,Yellow,No,None,0,13,11
11521,Local,High,SEC_29,06:31,21:11,8,No,0,1,Red,No,None,0,10,6
11522,Maintenance,High,SEC_37,00:17,16:12,22,No,1,4,Green,No,None,0,19,0
11523,Freight,High,SEC_45,02:19,08:32,0,Yes,3,4,Green,No,None,1,16,2
11524,Express,Medium,SEC_16,04:31,14:18,18,No,2,3,Red,No,None,0,11,4
11525,Freight,Low,SEC_16,19:46,08:16,28,No,0,4,Green,No,None,0,13,19
11526,Freight,Low,SEC_44,09:18,14:33,30,No,2,3,Yellow,No,Breakdown,0,15,9
11527,Passenger,Medium,SEC_50,00:06,03:38,11,No,3,1,Green,No,None,0,15,0
11528,Passenger,High,SEC_43,21:49,07:32,18,Yes,0,3,Yellow,No,None,0,16,21
11529,Passenger,High,SEC_49,01:50,00:04,12,No,1,2,Yellow,No,Weather,0,17,1
11530,Passenger,High,SEC_07,23:55,07:00,21,Yes,0,1,Red,No,Weather,0,12,23
11531,Maintenance,Medium,SEC_15,09:46,02:21,14,No,2,2,Green,No,None,0,10,9
11532,Local,Medium,SEC_38,09:25,16:29,28,No,2,4,Green,No,None,0,15,9
11533,Express,High,SEC_06,09:26,02:59,1,No,2,3,Green,No,Weather,1,15,9
11534,Freight,Medium,SEC_18,11:39,00:03,19,No,2,2,Red,No,None,0,19,11
11535,Maintenance,High,SEC_19,22:13,08:44,11,No,2,4,Green,No,Weather,1,16,22
11536,Express,Medium,SEC_02,01:16,04:13,17,Yes,4,2,Green,No,None,1,11,1
11537,Maintenance,Medium,SEC_03,05:26,18:25,20,Yes,0,2,Red,No,Congestion,0,15,5
11538,Maintenance,Medium,SEC_46,07:32,22:45,28,No,0,2,Yellow,No,None,0,12,7
11539,Freight,Medium,SEC_25,02:46,21:26,30,Yes,0,2,Green,No,None,0,20,2
11540,Local,Low,SEC_36,16:25,03:03,3,No,0,1,Green,Yes,Breakdown,1,16,16
11541,Passenger,High,SEC_49,06:45,08:01,19,Yes,3,1,Green,No,None,0,14,6
11542,Local,Medium,SEC_28,23:24,09:49,11,No,2,2,Red,No,None,0,18,23
11543,Freight,Medium,SEC_38,02:25,06:52,19,No,4,4,Green,No,None,0,17,2
11544,Freight,Medium,SEC_28,17:53,13:52,12,No,3,2,Green,No,Congestion,0,14,17
11545,Freight,Low,SEC_32,04:51,14:09,3,Yes,0,3,Green,No,Weather,0,20,4
11546,Express,Medium,SEC_41,21:46,04:24,13,Yes,0,1,Green,No,None,0,12,21
11547,Local,Medium,SEC_36,05:59,07:53,20,No,4,1,Green,No,None,0,19,5
11548,Local,High,SEC_39,02:29,20:28,17,No,0,3,Yellow,No,None,0,10,2
11549,Maintenance,Medium,SEC_36,17:24,04:04,5,No,0,3,Yellow,No,None,0,19,17
11550,Maintenance,High,SEC_43,23:29,13:32,0,No,0,1,Yellow,No,None,0,10,23
11551,Maintenance,High,SEC_23,19:53,04:50,9,Yes,0,3,Green,No,None,0,13,19
11552,Freight,Medium,SEC_02,02:31,21:56,17,Yes,3,1,Yellow,No,None,0,12,2
11553,Local,Medium,SEC_10,07:50,11:14,18,Yes,3,4,Green,No,None,0,16,7
11554,Freight,High,SEC_06,17:46,02:00,1,Yes,3,4,Red,No,None,0,18,17
11555,Express,Medium,SEC_08,22:45,23:11,14,Yes,0,2,Green,Yes,None,1,17,22
11556,Maintenance,Medium,SEC_15,15:34,12:13,2,Yes,1,1,Green,No,None,0,19,15
11557,Freight,High,SEC_45,14:50,09:19,7,No,3,3,Green,Yes,None,0,16,14
11558,Freight,Medium,SEC_29,07:33,13:13,18,Yes,2,1,Red,No,None,0,17,7
11559,Express,Medium,SEC_28,16:43,12:52,10,No,2,2,Red,Yes,None,1,17,16
11560,Passenger,Medium,SEC_22,18:42,02:55,13,Yes,1,2,Green,No,Weather,1,20,18
11561,Local,Medium,SEC_34,17:12,18:19,15,No,4,1,Green,No,None,0,11,17
11562,Passenger,Medium,SEC_20,13:11,09:43,9,Yes,2,2,Yellow,No,None,0,13,13
11563,Maintenance,Medium,SEC_33,14:22,22:33,16,Yes,4,2,Yellow,No,None,1,15,14
11564,Freight,Low,SEC_15,20:39,00:03,14,Yes,2,1,Green,No,None,0,11,20
11565,Express,Medium,SEC_07,01:39,07:16,29,No,1,2,Green,No,Breakdown,0,18,1
11566,Express,High,SEC_24,22:59,13:45,10,No,3,4,Yellow,No,None,0,19,22
11567,Local,Medium,SEC_26,04:33,18:31,7,No,4,1,Green,No,None,0,11,4
11568,Passenger,Low,SEC_50,09:26,03:19,7,No,4,2,Green,No,Congestion,0,15,9
11569,Local,High,SEC_10,22:41,15:50,6,No,1,3,Green,No,None,0,10,22
11570,Freight,Low,SEC_15,03:03,18:44,19,Yes,4,1,Red,No,None,0,11,3
11571,Local,Low,SEC_37,07:05,06:23,11,No,2,4,Green,No,None,0,17,7
11572,Express,High,SEC_24,14:49,13:28,20,No,3,3,Green,No,None,0,15,14
11573,Express,Low,SEC_11,20:53,09:13,27,No,0,3,Green,No,None,0,11,20
11574,Maintenance,Medium,SEC_40,07:19,19:10,27,Yes,1,4,Green,Yes,None,0,17,7
11575,Maintenance,Low,SEC_21,06:58,10:46,26,No,4,3,Green,No,None,0,10,6
11576,Freight,Medium,SEC_40,22:19,07:23,29,No,4,4,Yellow,No,None,0,14,22
11577,Passenger,Medium,SEC_38,16:50,21:48,15,No,4,4,Green,No,None,1,19,16
11578,Local,Medium,SEC_15,01:28,22:54,15,No,4,2,Yellow,No,None,0,11,1
11579,Freight,Medium,SEC_15,11:50,20:05,9,No,1,1,Green,No,None,0,14,11
11580,Maintenance,High,SEC_37,04:26,13:08,21,No,2,1,Green,Yes,None,0,15,4
11581,Local,Medium,SEC_45,11:16,02:43,21,No,2,3,Green,No,None,0,19,11
11582,Maintenance,High,SEC_14,04:33,03:24,6,No,3,3,Green,Yes,None,0,15,4
11583,Local,Medium,SEC_43,03:05,14:44,3,Yes,3,2,Green,No,None,0,15,3
11584,Passenger,Medium,SEC_21,08:57,17:13,23,No,0,1,Yellow,Yes,None,1,19,8
11585,Freight,Medium,SEC_44,21:09,12:40,1,Yes,2,1,Red,No,Breakdown,0,19,21
11586,Local,Medium,SEC_20,10:27,04:18,8,Yes,1,2,Green,No,Breakdown,1,20,10
11587,Express,High,SEC_33,01:55,07:12,14,No,2,4,Red,No,None,0,10,1
11588,Express,High,SEC_03,20:56,08:16,21,Yes,2,4,Yellow,No,None,1,10,20
11589,Local,High,SEC_40,08:51,04:08,13,Yes,3,1,Green,No,None,0,19,8
11590,Local,Medium,SEC_23,16:26,10:33,11,Yes,4,3,Green,No,None,1,14,16
11591,Local,Low,SEC_44,08:56,12:00,16,Yes,4,3,Yellow,No,None,1,11,8
11592,Express,High,SEC_47,07:36,07:14,30,Yes,2,1,Yellow,No,Congestion,1,18,7
11593,Express,Low,SEC_23,04:25,21:31,16,Yes,2,3,Red,No,Congestion,0,18,4
11594,Local,Medium,SEC_27,05:15,01:34,12,No,2,1,Yellow,No,Weather,0,11,5
11595,Maintenance,Medium,SEC_35,00:08,20:48,7,No,2,1,Yellow,No,None,1,14,0
11596,Maintenance,Medium,SEC_25,20:06,17:58,9,No,3,2,Green,No,None,0,11,20
11597,Passenger,Low,SEC_32,10:14,16:45,25,Yes,2,2,Green,No,None,0,17,10
11598,Freight,High,SEC_22,23:04,10:22,12,No,2,1,Green,No,None,1,10,23
11599,Maintenance,Medium,SEC_08,18:37,22:25,6,No,0,3,Yellow,Yes,None,0,13,18
11600,Express,Medium,SEC_38,22:28,13:04,2,Yes,0,2,Yellow,Yes,None,1,10,22
11601,Maintenance,Medium,SEC_18,13:51,05:50,23,No,2,3,Red,Yes,None,0,16,13
11602,Passenger,Low,SEC_28,13:10,10:33,14,No,4,1,Green,No,Weather,0,16,13
11603,Passenger,High,SEC_28,03:58,09:12,23,No,1,3,Yellow,No,None,0,11,3
11604,Freight,Medium,SEC_11,09:33,01:13,28,No,0,1,Yellow,No,None,0,17,9
11605,Maintenance,Medium,SEC_12,03:51,16:40,6,No,2,3,Green,No,Congestion,0,16,3
11606,Express,Medium,SEC_02,09:32,07:39,29,No,0,1,Green,No,None,0,17,9
11607,Express,Medium,SEC_37,13:17,06:24,4,No,2,2,Green,No,Breakdown,0,12,13
11608,Local,Medium,SEC_04,11:50,15:50,7,Yes,4,2,Green,No,None,0,17,11
11609,Express,Low,SEC_41,22:43,23:48,20,No,4,3,Green,No,Breakdown,1,12,22
11610,Freight,Medium,SEC_45,04:03,00:26,16,Yes,0,4,Red,No,None,0,10,4
11611,Freight,Low,SEC_45,12:17,12:30,7,No,1,3,Red,No,None,0,20,12
11612,Express,Medium,SEC_47,11:29,15:37,6,No,1,4,Yellow,No,None,0,13,11
11613,Express,High,SEC_34,15:54,14:43,6,Yes,1,2,Yellow,No,None,0,11,15
11614,Local,High,SEC_23,05:27,23:39,1,Yes,1,4,Yellow,No,None,0,14,5
11615,Express,High,SEC_13,06:23,00:10,10,Yes,3,2,Green,No,None,0,19,6
11616,Local,Medium,SEC_07,08:09,14:32,11,Yes,2,1,Green,No,None,0,14,8
11617,Local,Medium,SEC_32,04:26,15:31,27,No,4,2,Green,No,None,0,18,4
11618,Express,Medium,SEC_23,20:35,06:32,11,No,1,1,Green,Yes,Breakdown,0,17,20
11619,Passenger,Medium,SEC_49,10:50,01:07,18,No,3,2,Green,No,None,0,12,10
11620,Passenger,High,SEC_08,06:12,23:10,27,No,2,4,Green,No,Breakdown,0,10,6
11621,Local,High,SEC_50,12:52,12:04,2,Yes,3,1,Green,No,Congestion,0,19,12
11622,Express,High,SEC_47,22:49,17:18,11,Yes,0,4,Green,No,None,0,20,22
11623,Passenger,Medium,SEC_47,08:44,20:02,27,No,0,1,Green,No,None,1,19,8
11624,Express,High,SEC_37,12:36,00:29,26,No,1,1,Green,No,None,0,20,12
11625,Express,High,SEC_34,11:56,21:04,25,No,0,3,Green,No,Congestion,0,15,11
11626,Express,Low,SEC_48,00:17,18:08,5,No,2,4,Green,Yes,Breakdown,0,10,0
11627,Maintenance,Low,SEC_29,20:52,23:38,5,Yes,1,1,Green,No,Weather,0,17,20
11628,Express,High,SEC_37,21:23,11:45,18,No,3,2,Yellow,No,Congestion,0,14,21
11629,Maintenance,Medium,SEC_23,16:41,15:44,26,No,4,2,Green,No,Congestion,0,20,16
11630,Local,Medium,SEC_38,08:51,17:41,20,Yes,4,2,Yellow,No,Breakdown,0,18,8
